ROW_ID,CGID,LABEL,DESCRIPTION
445215,17762,RD,Research Assistant
5011106,19192,RO,
14166716,18553,3874,
4058864,20645,SNP,Administrator
3502380,16280,SRN,Dietitian
13356209,16483,RO,Resident/Fellow/PA/NP
10208197,17031,StNurs,Social Worker
16684231,21570,CM,
2001473,18615,RNC,Read Only
913731,14538,PhStud,
1117058,14255,Admin,Resident/Fellow/PA/NP
15621695,19594,PCA,
13315434,14202,MS,
15120210,19607,RO,Read Only
8724585,18078,RN,RN
12984774,21233,StNRS,Read Only
1296528,19232,CM,Read Only
2167739,15074,RRT,Dietitian
15837591,21520,OTR/L,UCO
12523474,14864,UA,
6223776,20480,MDs,Pharmacist
15178653,16123,IS,
13560435,20578,ajm,
11758946,17508,DI,
8782547,15667,Stu,Pharmacist
14819502,18006,RD,Research Assistant
6959004,14455,MD,Rehabilitation
10079697,20259,Coordi,Read Only
9119837,21290,SRT,UCO
2622926,16607,"MD,PhD",Resident/Fellow/PA/NP
3801008,20368,CM,Read Only
12501098,17163,PA,Read Only
10250456,14001,DietIn,Pharmacist
8128898,17994,rrt,Case Manager
7538696,18041,Res,Attending
3186986,14267,MDS,
4994483,20211,SW,
16684221,14001,SN,Case Manager
2522296,20990,PCT,Pharmacist
6296443,20291,CoWkr,
4124814,20253,RA,
13696102,14001,RD,Rehabilitation
12162190,20567,Nur-St,
12113324,21570,RD,Read Only
12895518,21186,ReschA,IMD
11217114,15549,Co-Wk,
8791553,15409,RNStu,Read Only
8616410,14533,PCT,PCT/NA
2749546,17360,RT,
14874200,17661,R.Ph,
3319406,21096,RRT,
12006233,21170,NP,Read Only
7870786,16734,RPH,
12408815,20008,RO,
14604331,17910,SW,Read Only
14096587,20460,COOPST,Research Assistant
4379333,17223,NStude,Dietitian
2815835,15874,9596,Pastoral Care
5008814,20571,DataMg,Dietitian
12830132,18883,RA,Read Only
416381,14925,DietIn,Read Only
7551618,14195,PCT,
5251089,20902,RA,RN
6206039,21072,RN,PCT/NA
6359791,18340,DRM,Read Only
3918394,19320,CM,
8660036,17582,SRT,Respiratory
9616488,20876,Prog,Resident/Fellow/PA/NP
14443140,18642,MD,Attending
8923213,19360,UCO,
1325517,20269,RD,
8504791,20818,RPH,
2363361,20181,RPH,Resident/Fellow/PA/NP
10450535,15129,CM,
1278465,19648,UCO,
9098146,14183,Rehab,IMD
5834334,18972,LICSW,
6922263,18045,RNC,Read Only
124253,17703,RD,RN
649793,17936,RN,RN
4934496,20975,RO,Read Only
15512472,14609,PCT,Pharmacist
11284579,16001,AL,Research Assistant
7341107,18203,Res,RN
2701461,16282,Coord,RN
5952478,14160,PC,
11443868,14001,MDS,RN
8807482,19202,NPS,
4624222,17941,RN,
14030347,20321,NStude,Read Only
6788955,19666,Admin,Pastoral Care
4175554,21191,MDs,Resident/Fellow/PA/NP
7512446,20435,CRT,Resident/Fellow/PA/NP
7740225,19925,Res,Resident/Fellow/PA/NP
3482693,20200,MSII,Pharmacist
15611864,20527,RES,RN
2611198,16332,PH Stu,Resident/Fellow/PA/NP
1347905,20686,Med. S,Research Assistant
4332036,18478,LPN,PCT/NA
