ROW_ID,ITEMID,LABEL,ABBREVIATION,DBSOURCE,LINKSTO,CATEGORY,UNITNAME,PARAM_TYPE,CONCEPTID,LABEL_CAT,CATEGORY_CAT
8674467,423,sdv-pii-2610b,,metavision,inputevents_mv,Antibiotics,dose,Solution,,3159,39
7847385,2084,sdv-pii-b9b98,sdv-pii-mor6b,hospital,microbiologyevents,ORGANISM,,,,5446,60
992007,19,sdv-pii-vsgvt,,carevue,chartevents,,,,,9221,-1
11124053,37,sdv-pii-wx5ta,,carevue,chartevents,,,,,4679,-1
14238667,9274,sdv-pii-pbq7r,,hospital,microbiologyevents,SPECIMEN,,,,4635,80
13717862,2,sdv-pii-rdqin,,carevue,chartevents,,,,,10073,-1
10119677,10007,sdv-pii-yz382,,metavision,procedureevents_mv,Access Lines - Invasive,,Process,,10600,6
8342644,731557,sdv-pii-13j8g,,hospital,microbiologyevents,ORGANISM,,,,127,63
14199709,341,sdv-pii-b2rx9,,carevue,chartevents,,,,,9259,-1
16580708,143,sdv-pii-vn2p5,sdv-pii-1ygq4,carevue,inputevents_cv,Free Form Intake,,,,9564,39
7266409,39,sdv-pii-bdg1x,,metavision,procedureevents_mv,Access Lines - Peripheral,,Process,,6251,13
16615407,693,sdv-pii-u1tq2,sdv-pii-5q4hj,metavision,chartevents,PiCCO,/min,Numeric,,82,30
8679587,1719,sdv-pii-6saqd,,metavision,chartevents,Restraint/Support Systems,,Text,,4785,82
312477,2346,sdv-pii-yj9ii,,hospital,microbiologyevents,ORGANISM,,,,1178,65
12984029,769,sdv-pii-irs2p,,metavision,inputevents_mv,Antibiotics,dose,Solution,,4192,13
7574680,8011,sdv-pii-9rnvk,sdv-pii-1yz40,carevue,datetimeevents,,,,,7549,-1
12701245,3689,sdv-pii-3asbn,,metavision,procedureevents_mv,4-Procedures,,Process,,8313,10
682836,47149,sdv-pii-t47xw,,metavision,inputevents_mv,Antibiotics,dose,Solution,,6300,19
10362471,792,sdv-pii-n2ksu,,carevue,chartevents,,,,,9387,-1
12148115,448,sdv-pii-fnyfy,,metavision,procedureevents_mv,6-Cultures,,Process,,9278,9
14523771,4501,sdv-pii-ohs38,,metavision,chartevents,Mixed Venous Gases,,Numeric,,1994,63
11660789,81456,sdv-pii-q5bcg,,metavision,chartevents,NICOM,dynes.sec.cm-5/m2,Numeric,,1673,70
443233,5711,sdv-pii-hppz5,,metavision,chartevents,Pulmonary,dynes*sec/cm5/m2,Numeric,,5878,29
1335992,3489,sdv-pii-bzgxr,sdv-pii-v0gkd,metavision,inputevents_mv,Blood Products/Colloids,mg,Solution,,5442,48
11825561,95,sdv-pii-l7vo5,,metavision,inputevents_mv,Fluids/Intake,mL,Solution,,2499,26
14240615,31943,sdv-pii-q0ozx,,metavision,chartevents,Routine Vital Signs,,Numeric,,10352,72
11793100,47,sdv-pii-l1v7z,,metavision,chartevents,Respiratory,insp/min,Numeric,,1234,71
3473691,71,sdv-pii-ke8bh,sdv-pii-98jv4,metavision,chartevents,3-Significant Events,,Text,,9795,4
5977816,9,sdv-pii-wufcj,,metavision,inputevents_mv,Fluids/Intake,mL,Solution,,4345,38
12946005,67,sdv-pii-1ewv3,,carevue,chartevents,,,,,2735,-1
13575603,561,sdv-pii-czv3e,,metavision,inputevents_mv,Fluids/Intake,mL,Solution,,1723,38
6141913,734,sdv-pii-uvqgv,,carevue,inputevents_cv,,,,,6008,0
5801928,7053,sdv-pii-xrbgc,,metavision,chartevents,Alarms,,Checkbox,,4151,12
3610521,55,sdv-pii-fcgwa,sdv-pii-yywpr,metavision,chartevents,Respiratory,,Text,,2906,65
2271408,4991,sdv-pii-x2w9o,,metavision,outputevents,Output,dynes*sec/cm5,Numeric,,1779,64
831910,37,sdv-pii-ex18v,,metavision,datetimeevents,Access Lines - Invasive,,Date time,,6681,18
15155129,78929,sdv-pii-9kvvc,,metavision,chartevents,Cardiovascular (Pacer Data),mA,Numeric,,4524,30
2996841,1784,sdv-pii-haa0x,,metavision,chartevents,CSF,mL,Numeric,,1633,78
14867761,74048,sdv-pii-7j4r1,,carevue,chartevents,,,,,7407,-1
14713330,3061,sdv-pii-prbfe,,carevue,inputevents_cv,Free Form Intake,,,,572,40
9896318,279,sdv-pii-6zrln,sdv-pii-g13uf,metavision,chartevents,Respiratory,lbs,Numeric,,1635,82
6108457,32,sdv-pii-fdpw7,,carevue,inputevents_cv,Free Form Intake,,,,11025,-1
14818470,46499,sdv-pii-sfkm0,,metavision,chartevents,Skin - Impairment,,Numeric,,9098,63
14225920,82,sdv-pii-asm56,sdv-pii-gmvl8,metavision,chartevents,CVL Insertion,,Checkbox,,8296,26
444225,348,sdv-pii-g5zai,,metavision,inputevents_mv,Fluids/Intake,mL,Solution,,5710,25
11409735,9266,sdv-pii-sdb2o,,hospital,microbiologyevents,ORGANISM,,,,10137,63
1669773,34622,sdv-pii-3ky2r,,metavision,chartevents,Scores - APACHE II,msec,Numeric,,4786,74
7295915,505,sdv-pii-cmohg,,carevue,inputevents_cv,Free Form Intake,,,,7518,40
8558862,483,sdv-pii-utnzc,,metavision,inputevents_mv,Medications,mg,Solution,,3144,55
14379193,48277,sdv-pii-hre6o,,metavision,chartevents,Enzymes,,Numeric,,8880,31
14967454,11976,sdv-pii-u8roq,,metavision,inputevents_mv,Nutrition - Parenteral,dose,Solution,,9234,39
5681073,987,sdv-pii-5qk4d,sdv-pii-avzzs,metavision,inputevents_mv,Fluids/Intake,mL,Solution,,6444,38
11300930,715,sdv-pii-42jyd,,metavision,chartevents,Scores - APACHE II,,Text,,197,79
13868233,39,sdv-pii-586i3,,carevue,chartevents,,,,,11841,-1
3501593,401,sdv-pii-vpkip,,metavision,inputevents_mv,Nutrition - Supplements,mL,Solution,,2846,60
15223861,769,sdv-pii-29xl6,,metavision,datetimeevents,Access Lines - Invasive,,Date time,,2825,13
3283687,7114,sdv-pii-e44qf,,carevue,chartevents,,,,,4312,-1
11575302,479,sdv-pii-j3ako,,hospital,microbiologyevents,ORGANISM,,,,8887,65
8728844,235,sdv-pii-76lln,sdv-pii-incse,metavision,inputevents_mv,Blood Products/Colloids,mL,Solution,,6054,53
5265973,2014,sdv-pii-njff9,sdv-pii-k32bx,carevue,inputevents_cv,Free Form Intake,,,,10363,39
4752846,21401,sdv-pii-vbzzf,sdv-pii-276rg,carevue,chartevents,,,,,1209,-1
2631556,96691,sdv-pii-gspq7,,metavision,chartevents,Impella,min,Numeric,,2379,66
8570229,569,sdv-pii-6579n,,metavision,chartevents,Routine Vital Signs,?C,Numeric,,4330,78
6013640,99,sdv-pii-2buse,sdv-pii-0ys81,carevue,datetimeevents,,,,,3438,-1
15424049,69,sdv-pii-unz16,,metavision,chartevents,Labs,,Numeric with tag,,2998,49
12480619,145,sdv-pii-qltu6,,metavision,inputevents_mv,Medications,mg,Solution,,8205,51
16538075,8615,sdv-pii-fybjj,,carevue,outputevents,,,,,3038,-1
11452933,302734,sdv-pii-w5748,sdv-pii-st4er,carevue,chartevents,,,,,5486,-1
5119881,92,sdv-pii-8sioj,sdv-pii-ud2ky,metavision,outputevents,PiCCO,%,Numeric,,779,65
4340618,71,sdv-pii-bmock,,carevue,inputevents_cv,Free Form Intake,,,,3761,39
15739811,939,sdv-pii-trlp3,,carevue,chartevents,,,,,6631,-1
10020046,34,sdv-pii-swfl2,sdv-pii-89g03,hospital,microbiologyevents,ORGANISM,,,,909,62
3168501,854,sdv-pii-fuqwp,,carevue,inputevents_cv,Free Form Intake,,,,10532,39
7615373,392,sdv-pii-dks6c,sdv-pii-p877f,metavision,chartevents,Skin - Impairment,cm,Numeric,,1947,82
15653288,650226,sdv-pii-jjaqb,,metavision,chartevents,NICOM,%,Numeric,,10581,78
12862188,2913,sdv-pii-docqq,sdv-pii-1lc5v,hospital,microbiologyevents,ANTIBACTERIUM,,,,2748,60
13936567,56,sdv-pii-w38tq,,carevue,chartevents,,,,,3508,-1
10328870,1988,sdv-pii-4kug5,,hospital,microbiologyevents,ORGANISM,,,,4710,64
5795002,90596,sdv-pii-1zz0z,sdv-pii-e7d5k,carevue,chartevents,,,,,3996,-1
4988078,4,sdv-pii-eg7mu,,carevue,inputevents_cv,Free Form Intake,,,,3402,40
15415768,1072,sdv-pii-kganu,,carevue,chartevents,,,,,8228,-1
12541974,596,sdv-pii-4463b,sdv-pii-n1rg8,carevue,chartevents,,,,,11233,-1
10920509,74,sdv-pii-vih1x,,carevue,chartevents,,,,,9485,-1
13657260,34,sdv-pii-7aei3,,metavision,datetimeevents,Access Lines - Invasive,,Date time,,8083,18
4546928,8584,sdv-pii-e8c7c,sdv-pii-qr2mr,carevue,outputevents,,,,,10118,-1
4163206,1812,sdv-pii-coqdp,sdv-pii-tq0zp,metavision,inputevents_mv,Nutrition - Supplements,mL,Solution,,4142,66
11346990,81,sdv-pii-5gtdu,,hospital,microbiologyevents,SPECIMEN,,,,2455,76
381336,693,sdv-pii-goaho,sdv-pii-rb7jc,metavision,chartevents,Alarms,,Checkbox,,618,14
369624,742,sdv-pii-q7wi2,,carevue,inputevents_cv,Free Form Intake,,,,1797,40
14834968,267,sdv-pii-t3ums,,metavision,inputevents_mv,Nutrition - Enteral,mg,Solution,,1058,44
737560,25729,sdv-pii-tayy1,,carevue,outputevents,,,,,1870,-1
11008515,755,sdv-pii-q6h35,,metavision,chartevents,Tandem Heart,units,Numeric,,7022,63
1945076,83702,sdv-pii-f126f,sdv-pii-okwlo,carevue,chartevents,,,,,2412,-1
55926,346,sdv-pii-a3jtq,,metavision,inputevents_mv,Nutrition - Supplements,mL,Solution,,934,38
9190563,26441,sdv-pii-ker0c,,metavision,microbiologyevents,Other ABGs,,,,1162,28
10678133,797,sdv-pii-4x1bv,,metavision,inputevents_mv,Nutrition - Enteral,mg,Solution,,2206,61
13102872,54142,sdv-pii-ycqz0,sdv-pii-w982l,metavision,chartevents,Respiratory,bpm,Numeric,,8658,69
14953261,891,sdv-pii-d1zow,sdv-pii-nbd1x,metavision,chartevents,Treatments,,Text,,8556,93
4803167,3379,sdv-pii-bbmh7,,carevue,chartevents,,,,,3412,-1
15731547,2096,sdv-pii-43ugt,,metavision,chartevents,Skin - Impairment,insp/min,Numeric,,10896,57
2287418,404,sdv-pii-00vm0,,metavision,procedureevents_mv,3-Significant Events,,Process,,625,6
10642426,9786,sdv-pii-62fy9,sdv-pii-x0dl9,metavision,chartevents,OT Notes,,Text,,4934,65
948529,7979,sdv-pii-em2xe,,metavision,chartevents,1-Intubation/Extubation,cm,Numeric,,1170,15
5634607,423,sdv-pii-ijh4v,,carevue,chartevents,,,,,6890,-1
10365324,582,sdv-pii-k0tly,,carevue,chartevents,Mixed VBGs,,,,3879,39
15429001,2346,sdv-pii-rtp8p,sdv-pii-bphlm,carevue,inputevents_cv,Free Form Intake,,,,742,-1
7887023,12053,sdv-pii-kjsjf,sdv-pii-btns8,metavision,datetimeevents,Access Lines - Peripheral,,Date time,,4688,14
7149206,49,sdv-pii-qcg03,,metavision,chartevents,Labs,,Numeric with tag,,9228,52
4785474,2787,sdv-pii-cs170,sdv-pii-ztfwm,metavision,chartevents,Labs,,Numeric with tag,,10300,49
7852925,17,sdv-pii-t0io1,sdv-pii-pfehx,metavision,datetimeevents,Access Lines - Invasive,,Date time,,4962,15
12492769,2957,sdv-pii-er3oo,,metavision,chartevents,Skin - Impairment,,Text,,5111,85
4823421,22,sdv-pii-1ajkj,sdv-pii-uck48,metavision,datetimeevents,Access Lines - Invasive,,Date time,,1646,48
2198623,6,sdv-pii-u9auo,,metavision,chartevents,Labs,,Solution,,891,9
10656743,657,sdv-pii-kvlg8,,carevue,chartevents,,,,,7907,-1
975914,857,sdv-pii-vb87t,,carevue,chartevents,,,,,4133,-1
4328874,64,sdv-pii-qantx,sdv-pii-18t3z,metavision,inputevents_mv,Medications,mg,Solution,,2823,52
8726136,552,sdv-pii-s196u,,metavision,chartevents,Cardiovascular,,Text,,2385,49
10961592,1,sdv-pii-z2hay,,hospital,microbiologyevents,ORGANISM,,,,6212,60
13167489,5621,sdv-pii-rtdji,,carevue,chartevents,,,,,224,-1
5509515,92466,sdv-pii-omsit,,metavision,inputevents_mv,Fluids - Other (Not In Use),mL,Solution,,4190,38
3381034,933,sdv-pii-114n4,,carevue,datetimeevents,Access Lines - Invasive,,Date time,,5481,15
7878625,933,sdv-pii-5nymv,,metavision,outputevents,Output,mL,Numeric,,4990,32
4350727,2592,sdv-pii-t3gfu,,metavision,inputevents_mv,Fluids - Other (Not In Use),mL,Solution,,5126,38
5091865,222,sdv-pii-kn8yw,,carevue,inputevents_cv,Venous ABG,,,,3338,39
16450650,64,sdv-pii-uqeb2,sdv-pii-q0jx8,metavision,chartevents,Labs,mmHg,Numeric,,341,46
7555675,692,sdv-pii-27sge,sdv-pii-b2ruu,metavision,chartevents,Arterial Line Insertion,mmHg,Numeric,,2844,50
846997,4666,sdv-pii-syet0,,carevue,chartevents,,,,,9371,-1
6728886,2324,sdv-pii-iy2z5,,metavision,inputevents_mv,Fluids - Other (Not In Use),mL,Solution,,3008,12
6758493,4176,sdv-pii-e8kdl,,metavision,chartevents,NICOM,cmH2O,Numeric,,2088,65
6816072,8306,sdv-pii-g8a7y,,metavision,chartevents,Thoracentesis,,Text,,5407,84
3717559,8645,sdv-pii-o7gwv,,metavision,chartevents,Drug Level,,Text,,2219,62
6736729,32,sdv-pii-kmk17,,metavision,chartevents,Skin - Impairment,cm,Numeric,,9603,84
13928928,5134,sdv-pii-02xbg,,carevue,chartevents,1-Intubation/Extubation,,,,7259,53
11334326,8707,sdv-pii-k6vmn,,metavision,procedureevents_mv,Access Lines - Invasive,,Process,,4715,2
12345646,76,sdv-pii-x1vyf,,metavision,outputevents,Nutrition - Supplements,mL,Solution,,2683,30
14005320,688949,sdv-pii-nch9m,,metavision,chartevents,Respiratory,ml/hr,Numeric,,3471,78
9051344,112,sdv-pii-ie9qi,,carevue,inputevents_cv,Dialysis,,,,9723,-1
13529403,478,sdv-pii-2shtd,,metavision,chartevents,Lumbar Puncture,,Text,,9951,30
3956036,679,sdv-pii-gnxc0,,metavision,chartevents,4-Procedures,,Checkbox,,3451,14
11243644,76,sdv-pii-yfcyg,,metavision,procedureevents_mv,Pulmonary,,Process,,9204,14
5634013,8367,sdv-pii-xpe20,,metavision,chartevents,Pain/Sedation,,Text,,8823,66
10395753,1584,sdv-pii-fjeh8,,metavision,chartevents,Toxicology,,Text,,4065,69
11023528,679,sdv-pii-owkoj,,metavision,chartevents,Labs,,Numeric,,1153,52
1299330,71,sdv-pii-b449d,,metavision,datetimeevents,Access Lines - Invasive,,Date time,,3676,15
14724382,25,sdv-pii-8k0h6,,metavision,chartevents,Respiratory,?C,Numeric,,-1,75
7824082,53,sdv-pii-mdfjb,,metavision,chartevents,Respiratory,%,Numeric,,2483,49
7716579,435,sdv-pii-nua8j,,metavision,chartevents,Output,mL,Numeric,,8285,67
15690563,83,sdv-pii-6fdxu,sdv-pii-zytyw,hospital,microbiologyevents,ORGANISM,,,,2538,61
7320760,184,sdv-pii-knk03,sdv-pii-cez2i,metavision,chartevents,Labs,,Numeric with tag,,6898,50
15411678,2482,sdv-pii-umr97,sdv-pii-r8ftt,metavision,chartevents,Respiratory,Degree,Numeric,,8177,74
16364615,14,sdv-pii-hl1mc,,carevue,outputevents,,,,,2995,-1
11728705,33,sdv-pii-fdik2,sdv-pii-ny7f9,hospital,microbiologyevents,ORGANISM,,,,4686,65
9872898,23,sdv-pii-6v3ye,,carevue,chartevents,,,,,2104,-1
10465965,1785,sdv-pii-c9uul,,carevue,chartevents,,,,,3464,-1
8498178,569,sdv-pii-icetk,,metavision,procedureevents_mv,6-Cultures,,Process,,2531,3
8580460,25928,sdv-pii-pt6sk,sdv-pii-kxib9,metavision,chartevents,Thoracentesis,,Text,,115,48
573608,47401,sdv-pii-3oesf,,carevue,chartevents,,,,,7075,-1
7750029,4312,sdv-pii-1qiqd,,metavision,chartevents,Access Lines - Invasive,,Checkbox,,3234,17
8471054,808,sdv-pii-6ntim,,hospital,microbiologyevents,ORGANISM,,,,5365,78
13468868,678,sdv-pii-087id,sdv-pii-tk00v,metavision,inputevents_mv,Fluids - Other (Not In Use),mL,Solution,,3072,39
15864257,7001,sdv-pii-916xn,,metavision,chartevents,Scores - APACHE IV (2),?C,Numeric,,5934,78
12863888,54568,sdv-pii-5xm1x,,metavision,chartevents,Medications,mV,Numeric,,9594,29
15513046,931,sdv-pii-d4666,,metavision,inputevents_mv,Medications,mL,Solution,,5319,38
10670331,309,sdv-pii-vw2wi,,metavision,chartevents,Skin - Assessment,,Text,,8100,83
5492324,546,sdv-pii-u1s5s,,metavision,chartevents,Arterial Line Insertion,,Text,,1290,53
3756988,44234,sdv-pii-g1c8e,,carevue,chartevents,,,,,9494,-1
4253834,3,sdv-pii-lj8v4,,hospital,microbiologyevents,ORGANISM,,,,2656,58
4019868,2699,sdv-pii-1qkb2,sdv-pii-6zrid,carevue,chartevents,,,,,1731,-1
8731425,5581,sdv-pii-c11xy,,carevue,chartevents,General,,,,718,37
11417087,397,sdv-pii-twuyc,sdv-pii-gfr55,metavision,chartevents,Dialysis,ml/hr,Numeric,,8159,25
530847,89,sdv-pii-o1opq,,carevue,chartevents,,,,,6806,-1
4068756,22,sdv-pii-t4yt9,,metavision,chartevents,Skin - Impairment,,Text,,1901,88
5265051,9806,sdv-pii-qgcuv,,metavision,chartevents,Skin - Impairment,,Text,,3904,87
10089245,54,sdv-pii-spsvv,sdv-pii-kbryx,metavision,chartevents,Treatments,lbs,Numeric,,4613,82
8660459,9,sdv-pii-tfic2,,metavision,chartevents,Respiratory,?C,Numeric,,1500,79
7816132,9877,sdv-pii-7kih2,,metavision,chartevents,Respiratory,sec,Numeric,,4983,26
6583777,3583,sdv-pii-wp49w,,metavision,procedureevents_mv,Pulmonary,,Process,,8665,11
15314713,786,sdv-pii-uzd15,,hospital,microbiologyevents,ORGANISM,,,,2300,62
6242445,4613,sdv-pii-3dsnz,,carevue,inputevents_cv,Free Form Intake,,,,748,38
9508384,788,sdv-pii-3ajm3,,carevue,inputevents_cv,Free Form Intake,,,,1231,39
11788410,109,sdv-pii-n69ue,,carevue,chartevents,,,,,3204,-1
10406530,72381,sdv-pii-g5nsy,,carevue,outputevents,,,,,4552,-1
8158624,41101,sdv-pii-0s5tp,,metavision,chartevents,Toxicology,,Checkbox,,10241,15
1928572,546525,sdv-pii-40bhr,sdv-pii-xoesy,metavision,chartevents,OT Notes,cm,Numeric,,3580,33
459867,9339,sdv-pii-wmmtu,sdv-pii-2i0f8,metavision,chartevents,PiCCO,,Numeric,,1504,84
4274803,98,sdv-pii-ijn2w,,carevue,chartevents,Urine,,,,5217,39
137722,99986,sdv-pii-xv9of,,carevue,chartevents,,,,,5114,-1
2705380,309,sdv-pii-uqn1t,,metavision,chartevents,Respiratory,ml/min,Numeric,,6315,31
54115,3866,sdv-pii-lctm4,,metavision,chartevents,Cardiovascular (Pacer Data),L/min,Numeric,,8765,42
11930593,77,sdv-pii-1zwhl,,metavision,datetimeevents,Access Lines - Invasive,,Date time,,8520,10
12975187,6746,sdv-pii-n2co5,sdv-pii-qw5ov,metavision,procedureevents_mv,Pulmonary,,Text,,9740,6
12785315,876,sdv-pii-p5axu,,carevue,inputevents_cv,Free Form Intake,,,,4545,39
5169823,654,sdv-pii-5h3i3,,carevue,inputevents_cv,Free Form Intake,,,,9625,39
10281562,3988,sdv-pii-z1pkr,sdv-pii-y01ot,metavision,chartevents,Access Lines - Invasive,,Checkbox,,3480,16
10952384,22,sdv-pii-j6ew7,,metavision,inputevents_mv,Blood Products/Colloids,mg,Solution,,4030,40
8260511,44,sdv-pii-h6uy1,,carevue,chartevents,,,,,10677,-1
13579277,560988,sdv-pii-da68w,,metavision,chartevents,Hemodynamics,mmHg,Numeric,,4209,47
1940642,104884,sdv-pii-8w2er,sdv-pii-eemj9,metavision,chartevents,Scores - APACHE IV,,Text,,1449,14
12852067,57537,sdv-pii-ca2ea,,carevue,chartevents,,,,,1625,-1
7911704,357,sdv-pii-8amrd,,carevue,outputevents,,,,,5614,-1
10020198,6581,sdv-pii-kevtc,,carevue,chartevents,,,,,3363,-1
12485808,156,sdv-pii-nmhng,sdv-pii-t27dm,carevue,chartevents,,,,,889,-1
3593321,5777,sdv-pii-mcz29,sdv-pii-5m5ee,metavision,chartevents,Labs,,Numeric with tag,,4049,47
2643970,8461,sdv-pii-8pk0z,,metavision,chartevents,Output,mL/m2,Numeric,,5718,63
10061886,71809,sdv-pii-3ij7j,,metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,,2941,66
2066330,1,sdv-pii-4x5ak,,carevue,chartevents,,,,,2827,-1
11215264,255,sdv-pii-yruci,sdv-pii-h2bxd,metavision,chartevents,Dialysis,/min,Numeric,,9055,27
4976503,284,sdv-pii-etjgb,,metavision,chartevents,Labs,,Numeric with tag,,5740,52
14044084,67,sdv-pii-vdk9s,sdv-pii-gokbj,metavision,inputevents_mv,Fluids/Intake,dose,Solution,,6312,9
6864985,309,sdv-pii-3wdhy,,metavision,chartevents,PiCCO,msec,Numeric,,3164,29
9145415,7,sdv-pii-mdkln,,hospital,microbiologyevents,ORGANISM,,,,6350,63
1408112,49885,sdv-pii-n9gqw,,carevue,chartevents,,,,,3061,-1
92512,12,sdv-pii-kqsce,,metavision,procedureevents_mv,Access Lines - Peripheral,,Process,,7064,16
15616215,44,sdv-pii-wkgqm,sdv-pii-51s50,carevue,chartevents,,,,,664,-1
15311877,95,sdv-pii-3z641,,metavision,chartevents,Respiratory,,Text,,6344,24
2435678,45483,sdv-pii-5eoc0,,carevue,inputevents_cv,Free Form Intake,,,,2896,39
3763776,8,sdv-pii-48ysr,sdv-pii-c9cld,metavision,chartevents,NICOM,%,Numeric,,1485,68
5405054,67,sdv-pii-hcr9d,sdv-pii-gvntq,metavision,chartevents,Nutrition - Parenteral,,Text,,8600,51
5841231,577314,sdv-pii-bfr15,,carevue,chartevents,,,,,780,-1
14531899,832,sdv-pii-7p88u,,carevue,chartevents,OB-GYN,,,,3435,11
3713172,8,sdv-pii-keufj,,carevue,chartevents,,,,,9005,-1
9201964,433,sdv-pii-1xzf0,,metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,,1327,58
1355183,2561,sdv-pii-gbufq,sdv-pii-hb3jh,metavision,chartevents,Bronchoscopy,,Text,,2762,22
7487806,6528,sdv-pii-n7s0n,,metavision,chartevents,Scores - APACHE IV,,Text,,10177,76
2170324,167,sdv-pii-et2k8,,metavision,chartevents,Scores - APACHE IV,,Checkbox,,10890,81
1209539,87,sdv-pii-rhku3,,metavision,datetimeevents,Access Lines - Invasive,,Date time,,3626,8
15276196,6284,sdv-pii-tk6e4,,hospital,microbiologyevents,ANTIBACTERIUM,,,,579,64
15253018,8839,sdv-pii-b3858,,carevue,chartevents,,,,,1248,-1
10094949,2749,sdv-pii-ghpiz,,metavision,chartevents,5-Imaging,,Text,,2174,13
8872387,699,sdv-pii-jp9j8,sdv-pii-tesb7,carevue,chartevents,,,,,1925,-1
7720112,3073,sdv-pii-4wii9,,metavision,chartevents,Scores - APACHE IV (2),,Text,,3258,81
6613866,730239,sdv-pii-8aevw,,metavision,chartevents,GI/GU,,Text,,2907,35
2577728,629,sdv-pii-gif5c,,metavision,inputevents_mv,Dialysis,,Solution,,2549,48
1948116,6137,sdv-pii-eb5yq,,metavision,inputevents_mv,NICOM,,Solution,,3930,48
16008443,1813,sdv-pii-vxka4,,metavision,procedureevents_mv,7-Communication,,Process,,5760,8
13493459,829,sdv-pii-v7cti,sdv-pii-5rqjs,metavision,chartevents,Respiratory,mL/min/m2,Numeric,,749,81
1003821,134,sdv-pii-x9h61,,metavision,chartevents,Respiratory,kcal/day,Numeric,,1761,81
2937085,3856,sdv-pii-j7m42,,metavision,datetimeevents,Access Lines - Invasive,,Date time,,2296,16
11220726,35434,sdv-pii-h1tje,,metavision,chartevents,Scores - APACHE IV (2),min,Numeric,,2565,78
12525142,95,sdv-pii-uf34z,,carevue,chartevents,,,,,6662,24
15337490,1084,sdv-pii-5bqog,,metavision,chartevents,Labs,,Numeric with tag,,7706,49
13706127,773,sdv-pii-viius,,metavision,chartevents,Access Lines - Invasive,,Checkbox,,1679,10
14168309,7794,sdv-pii-gqdyl,,metavision,chartevents,PA Line Insertion,mL/m2,Numeric,,4653,30
6212177,255,sdv-pii-ibkmp,sdv-pii-mxk3c,metavision,outputevents,Drains,mL,Numeric,,3959,31
9528368,51,sdv-pii-1q7al,,metavision,chartevents,Skin - Impairment,,Text,,2201,79
1119034,3,sdv-pii-85idm,,metavision,chartevents,OT Notes,,Checkbox,,8302,26
2461129,43,sdv-pii-bu925,,carevue,outputevents,,,,,1176,-1
15696160,8374,sdv-pii-02o6m,,metavision,chartevents,PA Line Insertion,%,Numeric,,10469,64
9774522,2,sdv-pii-ykzo4,sdv-pii-fkqb3,metavision,chartevents,Thoracentesis,kcal/day,Numeric,,838,81
11790192,322,sdv-pii-jlop6,,metavision,chartevents,Scores - APACHE IV (2),ounces,Numeric,,3157,67
3536960,26262,sdv-pii-4meel,,metavision,procedureevents_mv,Intubation,,Date time,,8419,46
11550411,1508,sdv-pii-6kmnt,,metavision,chartevents,Cardiovascular (Pacer Data),mA,Numeric,,8065,29
4110295,42,sdv-pii-m0v9d,,metavision,chartevents,Intubation,,Text,,5758,39
16415611,842,sdv-pii-ff2gi,,metavision,chartevents,Cardiovascular (Pacer Data),ounces,Numeric,,1431,30
11230517,3905,sdv-pii-nge76,,metavision,chartevents,Skin - Impairment,,Text,,2451,84
16216216,1035,sdv-pii-rp358,,metavision,chartevents,Skin - Incisions,,Text,,8667,65
988479,37484,sdv-pii-h92ml,,carevue,outputevents,,,,,2245,-1
10003679,7767,sdv-pii-w2mu2,,metavision,chartevents,ADT,,Process,,3042,27
12240287,5827,sdv-pii-my8k8,,carevue,inputevents_cv,Free Form Intake,,,,3763,39
7060456,94125,sdv-pii-m10bp,,metavision,chartevents,Cardiovascular (Pulses),,Numeric,,9428,73
11298143,894,sdv-pii-g1b20,,metavision,chartevents,Drains,g/dl,Numeric,,734,29
6965227,488,sdv-pii-evngr,,metavision,chartevents,Respiratory,sec,Numeric,,1771,74
1661147,8478,sdv-pii-g5yoq,sdv-pii-rhrvw,metavision,inputevents_mv,Medications,mg,Solution,,1030,49
10806569,7044,sdv-pii-as537,,carevue,chartevents,,,,,3410,-1
16770020,377,sdv-pii-qs4qm,,carevue,chartevents,,,,,6300,-1
2248878,84,sdv-pii-uxt5y,,metavision,datetimeevents,Access Lines - Invasive,,Date time,,1210,12
14070295,1665,sdv-pii-v3b9i,,metavision,chartevents,Adm History/FHPA,,Checkbox,,9361,39
11767427,6258,sdv-pii-jb8dc,,metavision,chartevents,6-Cultures,,Checkbox,,1429,47
14549669,341,sdv-pii-izzja,,metavision,chartevents,Hemodynamics,,Numeric,,1625,49
5084044,398,sdv-pii-7cn07,,carevue,chartevents,,,,,11090,-1
16400145,1298,sdv-pii-5td47,,carevue,outputevents,,,,,2447,-1
6453132,8143,sdv-pii-biab2,,metavision,chartevents,Cardiovascular (Pacer Data),mA,Numeric,,8822,28
10429015,103,sdv-pii-mgilo,sdv-pii-nxc1t,metavision,inputevents_mv,Medications,mg,Solution,,867,50
4346005,8292,sdv-pii-vj211,sdv-pii-17ouu,carevue,inputevents_cv,Free Form Intake,,,,6799,38
8291355,5425,sdv-pii-nhyaa,,metavision,chartevents,Skin - Impairment,,Text,,3952,84
5076266,57125,sdv-pii-irsq7,sdv-pii-pnkdr,metavision,inputevents_mv,Medications,mg,Solution,,4042,50
2450224,977,sdv-pii-wpoc2,,metavision,procedureevents_mv,6-Cultures,,Process,,2721,3
