ROW_ID,CATEGORY,SECTIONRANGE,SECTIONHEADER,SUBSECTIONRANGE,SUBSECTIONHEADER,CODESUFFIX,MINCODEINSUBSECTION,MAXCODEINSUBSECTION,SECTIONHEADER_CAT,SUBSECTIONHEADER_CAT
14717111,3,0001F-7025F,Emerging technology,0016T-0207T,Structural Measures,F,7010,15,4,29
11722183,3,0001F-7025F,Performance measurement,0500F-0575F,Temporary codes,F,7010,15,5,16
13299141,2,0001F-7025F,Performance measurement,0256T-0259T,Physical examination,F,7010,1355,4,79
16136149,2,0256T-0259T,Emerging technology,0016T-0207T,Patient management,F,5113,15,4,16
7481594,2,0001F-7025F,Emerging technology,0256T-0259T,Physical examination,F,7010,15,5,16
610415,2,0016T-0207T,Performance measurement,0500F-0575F,Follow-up or other outcomes,F,5046,2260,5,92
11508644,2,0001F-7025F,Performance measurement,0016T-0207T,Patient history,T,5487,15,5,16
4851964,2,0256T-0259T,Performance measurement,0001F-0015F,Temporary codes,F,6516,1190,4,16
5476826,2,0256T-0259T,Performance measurement,0016T-0207T,Patient safety,F,2857,15,4,47
5882333,2,0016T-0207T,Performance measurement,7010F-7025F,Patient safety,F,4266,15,4,78
3943794,2,0001F-7025F,Performance measurement,0256T-0259T,"Therapeutic, preventive or other interventions",F,3712,1686,4,19
7290198,2,0001F-7025F,Performance measurement,4000F-4306F,Patient management,T,6500,15,5,16
873079,2,0001F-7025F,Performance measurement,1000F-1220F,Patient safety,F,3312,944,3,16
5680695,2,0001F-7025F,Emerging technology,1000F-1220F,Patient safety,T,1604,15,4,16
345575,2,0001F-7025F,Performance measurement,0016T-0207T,Physical examination,F,7010,15,3,89
6248827,2,0001F-7025F,Performance measurement,6005F-6045F,Patient history,F,6229,15,4,16
3045232,2,0001F-7025F,Performance measurement,0016T-0207T,Patient management,T,7010,15,5,16
10905229,2,0001F-7025F,Performance measurement,0016T-0207T,"Therapeutic, preventive or other interventions",T,4044,15,5,16
16421563,2,0001F-7025F,Performance measurement,3006F-3573F,Temporary codes,F,3847,15,4,67
12255802,2,0001F-7025F,Performance measurement,5005F-5100F,Structural Measures,F,6910,15,4,40
11402575,2,0001F-7025F,Performance measurement,4000F-4306F,Diagnostic/screening processes or results,F,7010,5059,4,16
11889103,2,0001F-7025F,Performance measurement,0500F-0575F,Structural Measures,F,7010,544,4,16
16693977,2,0001F-7025F,Performance measurement,0500F-0575F,"Therapeutic, preventive or other interventions",F,7010,1955,2,73
14952086,2,0001F-7025F,Performance measurement,7010F-7025F,Patient history,T,5757,15,4,23
6418575,3,0001F-7025F,Performance measurement,0256T-0259T,Physical examination,F,3881,15,2,16
15685193,3,0001F-7025F,Performance measurement,7010F-7025F,Patient safety,F,7010,5668,5,16
13344319,2,0001F-7025F,Performance measurement,2000F-2050F,"Therapeutic, preventive or other interventions",F,4825,15,4,63
10574749,2,0001F-7025F,Performance measurement,0016T-0207T,Patient management,F,7010,15,4,30
2396397,2,0001F-7025F,Performance measurement,4000F-4306F,Composite measures,F,7010,15,4,42
12471276,2,0001F-7025F,Performance measurement,0016T-0207T,Follow-up or other outcomes,F,7010,15,5,108
4618419,2,0001F-7025F,Performance measurement,0256T-0259T,Diagnostic/screening processes or results,F,7010,15,4,61
6653536,2,0001F-7025F,Performance measurement,0500F-0575F,Composite measures,T,6782,1119,5,78
223561,2,0001F-7025F,Performance measurement,2000F-2050F,Physical examination,F,4472,15,4,90
4871800,2,0001F-7025F,Performance measurement,0256T-0259T,Structural Measures,F,4009,15,4,55
13242177,2,0001F-7025F,Performance measurement,0001F-0015F,Patient safety,F,5059,15,3,16
13903980,2,0001F-7025F,Performance measurement,0016T-0207T,Patient history,F,4962,15,4,84
12190210,2,0001F-7025F,Performance measurement,0256T-0259T,Patient management,F,7010,15,5,16
12576213,2,0001F-7025F,Performance measurement,0256T-0259T,Follow-up or other outcomes,F,7010,15,4,16
582545,2,0001F-7025F,Performance measurement,2000F-2050F,Temporary codes,F,6521,5028,4,42
6329800,2,0001F-7025F,Emerging technology,4000F-4306F,Physical examination,F,4156,1329,5,67
13028671,2,0001F-7025F,Performance measurement,2000F-2050F,Temporary codes,F,6512,2011,4,16
6059867,2,0001F-7025F,Performance measurement,5005F-5100F,Structural Measures,F,1,15,4,45
7583602,2,0001F-7025F,Performance measurement,6005F-6045F,Physical examination,F,7010,3496,4,59
1049274,2,0001F-7025F,Emerging technology,0500F-0575F,Physical examination,F,5986,15,3,16
11938521,2,0001F-7025F,Performance measurement,6005F-6045F,Composite measures,F,7010,15,4,16
13131800,2,0001F-7025F,Performance measurement,0256T-0259T,Patient history,F,7010,15,1,53
16752438,2,0001F-7025F,Performance measurement,0016T-0207T,Composite measures,F,500,15,5,26
2998403,2,0256T-0259T,Emerging technology,6005F-6045F,Temporary codes,F,6074,15,5,22
15665961,2,0001F-7025F,Performance measurement,0001F-0015F,Diagnostic/screening processes or results,F,3387,4452,1,16
12181856,2,0001F-7025F,Performance measurement,5005F-5100F,Temporary codes,T,7010,15,5,73
8663467,2,0001F-7025F,Emerging technology,0256T-0259T,Patient history,F,1,488,4,32
957637,2,0001F-7025F,Performance measurement,0001F-0015F,Temporary codes,T,7010,15,4,122
15858038,2,0256T-0259T,Performance measurement,0016T-0207T,Physical examination,F,7010,1645,4,16
10383181,2,0001F-7025F,Performance measurement,0500F-0575F,Patient history,F,4881,15,3,77
3340193,2,0001F-7025F,Performance measurement,3006F-3573F,Physical examination,F,7010,15,4,82
4135466,2,0001F-7025F,Emerging technology,4000F-4306F,Temporary codes,F,7010,15,5,70
1877323,2,0001F-7025F,Performance measurement,5005F-5100F,Temporary codes,F,6738,15,5,16
10883230,2,0016T-0207T,Emerging technology,3006F-3573F,Composite measures,F,2740,15,1,69
4665471,2,0001F-7025F,Performance measurement,1000F-1220F,Patient safety,F,7010,828,1,118
5603576,2,0001F-7025F,Performance measurement,5005F-5100F,Physical examination,F,1089,15,1,16
539639,2,0001F-7025F,Performance measurement,7010F-7025F,Temporary codes,T,7010,2969,3,16
5450577,2,0001F-7025F,Performance measurement,7010F-7025F,Composite measures,F,7010,7025,4,16
13627141,2,0256T-0259T,Emerging technology,2000F-2050F,Temporary codes,F,1217,15,5,16
15732338,3,0001F-7025F,Performance measurement,1000F-1220F,Physical examination,F,7010,15,4,93
7828705,2,0001F-7025F,Performance measurement,6005F-6045F,Physical examination,F,1765,15,3,16
5490025,2,0001F-7025F,Performance measurement,2000F-2050F,Physical examination,F,6265,15,4,56
25159,2,0001F-7025F,Performance measurement,0500F-0575F,"Therapeutic, preventive or other interventions",F,7010,1077,4,16
1019026,2,0001F-7025F,Performance measurement,0500F-0575F,Composite measures,F,6411,2174,4,16
2642329,2,0001F-7025F,Performance measurement,5005F-5100F,Structural Measures,F,6897,1731,5,116
16573991,2,0256T-0259T,Performance measurement,3006F-3573F,Patient history,F,4223,197,4,16
4809679,2,0001F-7025F,Performance measurement,1000F-1220F,Temporary codes,F,2771,15,4,42
11153387,2,0001F-7025F,Performance measurement,2000F-2050F,Composite measures,T,5685,2940,4,16
15641195,2,0016T-0207T,Performance measurement,1000F-1220F,Patient history,F,4558,4240,5,16
5199949,2,0001F-7025F,Performance measurement,4000F-4306F,Structural Measures,F,6334,2561,4,36
7562760,2,0001F-7025F,Performance measurement,0500F-0575F,Temporary codes,F,6082,2087,4,16
16734101,3,0001F-7025F,Emerging technology,3006F-3573F,Patient history,F,2920,15,4,34
1488658,2,0001F-7025F,Emerging technology,6005F-6045F,Patient management,F,7010,15,3,33
8864328,3,0001F-7025F,Performance measurement,1000F-1220F,Diagnostic/screening processes or results,F,7010,486,4,120
904515,2,0001F-7025F,Emerging technology,2000F-2050F,Temporary codes,F,7010,6343,1,16
13574546,3,0001F-7025F,Performance measurement,2000F-2050F,Temporary codes,F,1,6177,4,16
652130,2,0001F-7025F,Performance measurement,2000F-2050F,Physical examination,F,5006,15,5,62
4013043,2,0256T-0259T,Performance measurement,0500F-0575F,Physical examination,F,7010,15,5,59
14516608,2,0001F-7025F,Emerging technology,5005F-5100F,Patient safety,T,5928,15,5,84
4119328,2,0001F-7025F,Emerging technology,0256T-0259T,Diagnostic/screening processes or results,T,7010,15,5,75
7260244,2,0001F-7025F,Performance measurement,0500F-0575F,Temporary codes,F,2966,4564,4,64
1769852,2,0001F-7025F,Performance measurement,4000F-4306F,Composite measures,F,7010,496,4,16
9059507,2,0001F-7025F,Performance measurement,0016T-0207T,Diagnostic/screening processes or results,F,7010,15,4,16
6327040,3,0001F-7025F,Performance measurement,2000F-2050F,Temporary codes,F,3322,1381,1,62
13882468,3,0001F-7025F,Performance measurement,0500F-0575F,Physical examination,F,2678,15,3,16
8858354,2,0001F-7025F,Performance measurement,2000F-2050F,Temporary codes,F,3889,15,5,56
5180808,2,0001F-7025F,Performance measurement,0256T-0259T,Temporary codes,F,7010,1144,4,16
2470835,2,0001F-7025F,Performance measurement,7010F-7025F,Composite measures,F,3505,15,3,32
2298039,2,0001F-7025F,Performance measurement,0500F-0575F,Temporary codes,F,1486,631,4,65
4396143,2,0001F-7025F,Performance measurement,5005F-5100F,Composite measures,T,174,15,4,49
14182573,2,0016T-0207T,Performance measurement,6005F-6045F,Composite measures,T,7010,2724,3,25
2302032,2,0256T-0259T,Performance measurement,2000F-2050F,Diagnostic/screening processes or results,F,4500,15,4,42
12086765,2,0001F-7025F,Performance measurement,3006F-3573F,Structural Measures,T,1,399,4,16
11124237,2,0001F-7025F,Performance measurement,5005F-5100F,"Therapeutic, preventive or other interventions",F,7010,15,4,16
6420176,2,0001F-7025F,Emerging technology,1000F-1220F,Temporary codes,F,6558,15,4,121
15946694,2,0001F-7025F,Performance measurement,0500F-0575F,Diagnostic/screening processes or results,F,4481,15,5,101
15499334,2,0016T-0207T,Performance measurement,7010F-7025F,Physical examination,F,5535,15,4,99
16722659,2,0001F-7025F,Performance measurement,0256T-0259T,Temporary codes,F,6550,15,4,16
3902228,2,0001F-7025F,Performance measurement,6005F-6045F,Follow-up or other outcomes,F,3608,15,3,16
10910916,2,0001F-7025F,Performance measurement,5005F-5100F,Temporary codes,F,7010,15,3,16
9169097,2,0001F-7025F,Performance measurement,0500F-0575F,Structural Measures,F,7010,1918,1,78
421311,2,0016T-0207T,Performance measurement,2000F-2050F,Diagnostic/screening processes or results,F,3238,1587,4,16
2982755,2,0001F-7025F,Performance measurement,3006F-3573F,Structural Measures,F,674,639,4,16
8888307,2,0016T-0207T,Performance measurement,4000F-4306F,Diagnostic/screening processes or results,T,6629,2727,3,16
14468763,2,0001F-7025F,Performance measurement,6005F-6045F,"Therapeutic, preventive or other interventions",T,7010,420,5,16
4782194,2,0001F-7025F,Performance measurement,0256T-0259T,Composite measures,F,7010,15,5,25
16736362,2,0016T-0207T,Emerging technology,0500F-0575F,Physical examination,F,7010,15,4,20
2686768,2,0001F-7025F,Performance measurement,0016T-0207T,Physical examination,F,5786,2203,4,122
6909588,2,0001F-7025F,Performance measurement,0256T-0259T,Temporary codes,T,7010,15,3,25
6104790,2,0001F-7025F,Performance measurement,0256T-0259T,Diagnostic/screening processes or results,F,6981,703,5,16
9691090,2,0001F-7025F,Performance measurement,0256T-0259T,Physical examination,F,7010,2537,3,70
11565064,2,0001F-7025F,Performance measurement,1000F-1220F,Physical examination,F,7010,15,4,21
11000786,3,0001F-7025F,Emerging technology,0256T-0259T,Temporary codes,F,7010,1015,5,16
13523196,2,0001F-7025F,Performance measurement,0500F-0575F,Diagnostic/screening processes or results,F,4726,5480,4,70
8732358,2,0001F-7025F,Performance measurement,4000F-4306F,Temporary codes,F,6731,3839,5,16
15691636,2,0001F-7025F,Performance measurement,6005F-6045F,Physical examination,F,7010,15,4,99
14018874,2,0001F-7025F,Performance measurement,4000F-4306F,Diagnostic/screening processes or results,F,4888,15,4,122
4435039,2,0001F-7025F,Performance measurement,0256T-0259T,Diagnostic/screening processes or results,F,5740,15,5,83
9918097,2,0001F-7025F,Performance measurement,6005F-6045F,Patient management,F,7010,15,4,16
6307346,2,0001F-7025F,Emerging technology,1000F-1220F,Diagnostic/screening processes or results,T,7010,15,1,16
1777897,2,0001F-7025F,Emerging technology,5005F-5100F,Composite measures,F,6321,15,1,16
7540227,2,0001F-7025F,Performance measurement,0256T-0259T,Diagnostic/screening processes or results,F,7010,15,3,16
10705430,2,0001F-7025F,Performance measurement,6005F-6045F,Patient management,F,6370,15,4,39
10099449,3,0256T-0259T,Performance measurement,4000F-4306F,Temporary codes,F,5485,376,4,87
9008122,2,0256T-0259T,Performance measurement,0500F-0575F,Temporary codes,F,7010,15,1,24
7329341,2,0001F-7025F,Performance measurement,0001F-0015F,Follow-up or other outcomes,F,2190,1383,4,105
7357822,2,0001F-7025F,Performance measurement,0016T-0207T,Physical examination,F,6287,15,5,16
11807196,2,0001F-7025F,Performance measurement,3006F-3573F,Patient safety,F,6819,15,4,16
15306718,3,0001F-7025F,Performance measurement,3006F-3573F,"Therapeutic, preventive or other interventions",F,6317,15,4,16
2558851,3,0256T-0259T,Performance measurement,0016T-0207T,Patient history,F,3767,15,4,106
4416580,2,0001F-7025F,Performance measurement,0500F-0575F,Patient history,T,3824,15,5,16
7381514,2,0001F-7025F,Emerging technology,2000F-2050F,"Therapeutic, preventive or other interventions",T,6121,2210,4,80
10285817,3,0001F-7025F,Emerging technology,2000F-2050F,Temporary codes,F,5283,976,1,16
3317224,2,0001F-7025F,Performance measurement,3006F-3573F,Patient history,F,4703,670,4,16
385828,2,0001F-7025F,Emerging technology,0256T-0259T,Patient safety,F,1,15,3,36
9071398,2,0001F-7025F,Performance measurement,0500F-0575F,"Therapeutic, preventive or other interventions",F,7010,273,4,16
6371280,2,0001F-7025F,Performance measurement,0256T-0259T,Temporary codes,F,4070,15,3,25
10048867,2,0001F-7025F,Emerging technology,7010F-7025F,Follow-up or other outcomes,F,6160,15,5,16
1032475,2,0001F-7025F,Performance measurement,1000F-1220F,"Therapeutic, preventive or other interventions",F,7010,15,4,16
3696784,3,0001F-7025F,Performance measurement,1000F-1220F,Composite measures,F,7010,4908,4,16
9456873,2,0016T-0207T,Performance measurement,0500F-0575F,Diagnostic/screening processes or results,F,7010,15,5,49
5685376,2,0001F-7025F,Performance measurement,2000F-2050F,Structural Measures,F,1,70,4,68
3899781,2,0016T-0207T,Performance measurement,6005F-6045F,Follow-up or other outcomes,F,4236,15,5,16
2098169,2,0001F-7025F,Performance measurement,1000F-1220F,Physical examination,F,5064,1498,5,23
5217807,2,0016T-0207T,Performance measurement,1000F-1220F,Structural Measures,F,7010,1437,1,16
16524958,2,0001F-7025F,Performance measurement,7010F-7025F,Patient history,F,2371,15,3,47
14742695,2,0016T-0207T,Performance measurement,6005F-6045F,Physical examination,F,5157,15,3,16
2082277,2,0001F-7025F,Performance measurement,1000F-1220F,Diagnostic/screening processes or results,F,6514,15,4,62
15913018,2,0001F-7025F,Performance measurement,0500F-0575F,"Therapeutic, preventive or other interventions",F,1881,15,5,16
7776370,2,0001F-7025F,Performance measurement,7010F-7025F,Temporary codes,F,7010,15,5,16
3846956,2,0001F-7025F,Performance measurement,0256T-0259T,Temporary codes,F,7010,15,5,16
5781444,2,0001F-7025F,Performance measurement,3006F-3573F,Diagnostic/screening processes or results,F,5353,15,3,37
11288172,2,0001F-7025F,Performance measurement,0500F-0575F,"Therapeutic, preventive or other interventions",F,1,15,3,70
14518929,2,0001F-7025F,Performance measurement,0001F-0015F,Physical examination,F,7010,15,5,23
16659708,2,0001F-7025F,Performance measurement,5005F-5100F,Follow-up or other outcomes,T,7010,1521,4,78
12379975,2,0001F-7025F,Performance measurement,0256T-0259T,Temporary codes,T,7010,37,4,27
11371777,2,0001F-7025F,Performance measurement,0500F-0575F,"Therapeutic, preventive or other interventions",F,5915,166,4,25
7225706,2,0001F-7025F,Emerging technology,0256T-0259T,Follow-up or other outcomes,F,6950,15,3,16
16026960,2,0001F-7025F,Performance measurement,0500F-0575F,Follow-up or other outcomes,F,1493,15,5,33
12351723,2,0256T-0259T,Performance measurement,7010F-7025F,Patient safety,F,7010,6560,1,16
10750554,2,0001F-7025F,Performance measurement,0016T-0207T,Structural Measures,F,7010,15,5,22
5637024,3,0256T-0259T,Performance measurement,3006F-3573F,Composite measures,F,7010,3925,4,86
11771830,3,0001F-7025F,Performance measurement,6005F-6045F,Patient history,F,7010,15,4,43
16533792,2,0001F-7025F,Performance measurement,0016T-0207T,Patient safety,F,6017,15,5,23
8439534,2,0001F-7025F,Performance measurement,7010F-7025F,"Therapeutic, preventive or other interventions",F,772,15,4,16
1209278,2,0001F-7025F,Emerging technology,3006F-3573F,Physical examination,T,7010,1237,4,21
15691804,2,0001F-7025F,Performance measurement,4000F-4306F,Temporary codes,F,7010,15,3,67
2230832,2,0001F-7025F,Performance measurement,5005F-5100F,Physical examination,T,6435,679,5,26
4751882,2,0256T-0259T,Performance measurement,6005F-6045F,Diagnostic/screening processes or results,F,979,15,3,16
4336277,2,0256T-0259T,Performance measurement,0500F-0575F,"Therapeutic, preventive or other interventions",F,7010,15,4,20
8441808,2,0001F-7025F,Performance measurement,2000F-2050F,"Therapeutic, preventive or other interventions",F,7010,15,4,16
13823423,2,0001F-7025F,Emerging technology,1000F-1220F,Diagnostic/screening processes or results,F,1,3205,3,16
8815289,2,0001F-7025F,Performance measurement,0500F-0575F,Composite measures,F,3830,953,4,57
2559633,2,0001F-7025F,Performance measurement,0256T-0259T,Follow-up or other outcomes,F,4875,15,4,16
15241702,3,0001F-7025F,Emerging technology,1000F-1220F,Structural Measures,F,7010,15,5,16
3161875,2,0001F-7025F,Performance measurement,0016T-0207T,Structural Measures,F,7010,15,5,24
66668,2,0256T-0259T,Performance measurement,4000F-4306F,"Therapeutic, preventive or other interventions",F,7010,15,4,16
3460609,2,0001F-7025F,Emerging technology,1000F-1220F,Physical examination,F,3177,15,5,81
14078746,2,0001F-7025F,Performance measurement,0016T-0207T,Diagnostic/screening processes or results,F,7010,895,4,58
16278836,2,0001F-7025F,Performance measurement,6005F-6045F,Temporary codes,F,7010,15,1,30
7335026,2,0001F-7025F,Performance measurement,0001F-0015F,Structural Measures,F,7010,15,4,16
1176681,2,0001F-7025F,Emerging technology,0500F-0575F,Temporary codes,F,7010,1548,5,36
14064625,2,0001F-7025F,Emerging technology,6005F-6045F,Patient management,F,6529,15,3,16
15390362,2,0001F-7025F,Emerging technology,2000F-2050F,Physical examination,F,1029,15,5,16
2856319,2,0001F-7025F,Performance measurement,0016T-0207T,Diagnostic/screening processes or results,F,7010,15,4,16
15030781,2,0001F-7025F,Performance measurement,0500F-0575F,Structural Measures,T,7010,15,4,16
8568824,2,0001F-7025F,Performance measurement,3006F-3573F,Structural Measures,F,3166,1044,1,25
3102709,2,0256T-0259T,Performance measurement,0256T-0259T,Temporary codes,F,7010,15,4,40
13744473,2,0001F-7025F,Performance measurement,0500F-0575F,Structural Measures,F,3081,15,4,16
10312844,2,0001F-7025F,Performance measurement,4000F-4306F,Composite measures,F,7010,15,5,16
5562900,2,0001F-7025F,Performance measurement,0016T-0207T,Temporary codes,F,3958,15,5,82
1827577,2,0001F-7025F,Performance measurement,4000F-4306F,Structural Measures,F,5959,1273,5,16
12237623,2,0001F-7025F,Performance measurement,6005F-6045F,Temporary codes,F,3737,15,4,16
15409725,2,0001F-7025F,Performance measurement,7010F-7025F,Temporary codes,T,2650,15,5,67
1763112,2,0001F-7025F,Performance measurement,4000F-4306F,Physical examination,F,5142,15,4,16
6928599,2,0001F-7025F,Emerging technology,0016T-0207T,Composite measures,F,7010,1963,4,74
15723514,2,0001F-7025F,Performance measurement,0500F-0575F,Composite measures,F,3388,15,4,16
15058951,3,0001F-7025F,Performance measurement,0016T-0207T,Temporary codes,T,7010,15,3,25
6828718,2,0001F-7025F,Performance measurement,2000F-2050F,Physical examination,F,2742,1278,4,66
1514906,2,0001F-7025F,Performance measurement,0256T-0259T,Patient safety,F,7010,15,4,30
8828961,2,0001F-7025F,Performance measurement,0256T-0259T,Patient safety,F,7010,15,3,52
14719093,2,0001F-7025F,Performance measurement,3006F-3573F,Temporary codes,F,5454,15,3,16
15756975,2,0001F-7025F,Performance measurement,1000F-1220F,Diagnostic/screening processes or results,F,7010,15,5,72
15812281,3,0001F-7025F,Performance measurement,0500F-0575F,Physical examination,F,5791,15,3,51
13497940,2,0001F-7025F,Performance measurement,2000F-2050F,Diagnostic/screening processes or results,F,4627,5507,3,39
7837741,2,0001F-7025F,Performance measurement,7010F-7025F,Patient management,F,7010,15,4,16
11980128,2,0001F-7025F,Performance measurement,2000F-2050F,Structural Measures,F,4745,15,5,16
1686030,2,0001F-7025F,Performance measurement,3006F-3573F,Patient history,F,4174,15,3,38
16088351,3,0001F-7025F,Performance measurement,0016T-0207T,Diagnostic/screening processes or results,F,6818,15,4,16
3536707,2,0001F-7025F,Performance measurement,0500F-0575F,Temporary codes,F,7010,15,5,73
14437793,2,0001F-7025F,Performance measurement,6005F-6045F,"Therapeutic, preventive or other interventions",F,7010,15,3,63
12995571,3,0001F-7025F,Performance measurement,5005F-5100F,Follow-up or other outcomes,F,7010,15,4,28
4256989,2,0001F-7025F,Performance measurement,7010F-7025F,Physical examination,F,4120,15,4,39
8723679,2,0256T-0259T,Performance measurement,2000F-2050F,Patient safety,T,4124,15,4,34
7301334,2,0001F-7025F,Performance measurement,0256T-0259T,Follow-up or other outcomes,F,7010,3702,4,16
4474195,2,0001F-7025F,Performance measurement,2000F-2050F,Composite measures,T,7010,15,5,41
83074,2,0001F-7025F,Performance measurement,1000F-1220F,Temporary codes,F,7010,15,5,16
10728541,2,0001F-7025F,Performance measurement,1000F-1220F,Composite measures,T,6368,1748,3,102
15202822,2,0001F-7025F,Performance measurement,2000F-2050F,Structural Measures,F,7010,4106,4,18
1293585,2,0001F-7025F,Performance measurement,5005F-5100F,Patient history,T,3177,3127,4,16
961193,2,0001F-7025F,Performance measurement,3006F-3573F,Patient safety,F,7010,15,4,38
3378723,2,0001F-7025F,Performance measurement,5005F-5100F,Physical examination,F,4678,948,4,16
6606606,2,0001F-7025F,Performance measurement,0016T-0207T,Composite measures,F,5255,15,5,69
5163081,2,0001F-7025F,Performance measurement,6005F-6045F,Physical examination,F,322,15,4,61
10530865,2,0001F-7025F,Emerging technology,0256T-0259T,Patient safety,F,4595,15,4,35
1806188,2,0001F-7025F,Performance measurement,3006F-3573F,Structural Measures,F,7010,2675,4,44
13468974,2,0001F-7025F,Emerging technology,5005F-5100F,Patient safety,T,6088,15,4,25
11456114,2,0001F-7025F,Performance measurement,2000F-2050F,Patient management,F,7010,43,3,83
13637091,2,0001F-7025F,Performance measurement,0256T-0259T,Composite measures,F,5116,145,4,16
4352674,2,0001F-7025F,Performance measurement,6005F-6045F,Temporary codes,F,6316,769,4,30
2444127,2,0001F-7025F,Emerging technology,0500F-0575F,Patient safety,F,1988,15,5,93
8829207,2,0016T-0207T,Performance measurement,7010F-7025F,Diagnostic/screening processes or results,F,3688,15,3,38
15893237,2,0256T-0259T,Performance measurement,0001F-0015F,Temporary codes,T,3274,15,5,46
8079902,2,0001F-7025F,Performance measurement,5005F-5100F,Physical examination,T,1,15,5,41
11093524,2,0001F-7025F,Performance measurement,0500F-0575F,Patient safety,F,7010,15,3,85
5799512,2,0001F-7025F,Performance measurement,0500F-0575F,Structural Measures,F,4852,15,5,29
8161328,2,0001F-7025F,Performance measurement,7010F-7025F,Temporary codes,F,5153,15,5,16
14552475,2,0001F-7025F,Emerging technology,0001F-0015F,Temporary codes,F,7010,15,4,16
15412918,2,0256T-0259T,Emerging technology,0016T-0207T,Patient history,F,7010,15,4,23
5980862,3,0256T-0259T,Performance measurement,0500F-0575F,"Therapeutic, preventive or other interventions",F,7010,134,4,16
4741133,2,0001F-7025F,Performance measurement,0256T-0259T,Composite measures,F,6384,15,4,26
10951831,2,0256T-0259T,Performance measurement,6005F-6045F,Patient history,T,5358,15,4,48
1614705,2,0001F-7025F,Performance measurement,2000F-2050F,Patient history,F,2833,15,4,122
3341234,2,0001F-7025F,Performance measurement,1000F-1220F,Temporary codes,F,2999,15,4,16
9320058,2,0016T-0207T,Performance measurement,5005F-5100F,"Therapeutic, preventive or other interventions",T,7010,15,4,16
2484724,2,0001F-7025F,Emerging technology,5005F-5100F,Patient history,F,1,15,4,16
8750615,2,0001F-7025F,Performance measurement,2000F-2050F,"Therapeutic, preventive or other interventions",F,2712,325,4,56
6772599,2,0001F-7025F,Performance measurement,4000F-4306F,Follow-up or other outcomes,T,4545,15,3,66
13429969,3,0001F-7025F,Emerging technology,7010F-7025F,Temporary codes,F,6482,15,4,16
7247786,2,0001F-7025F,Emerging technology,0500F-0575F,"Therapeutic, preventive or other interventions",F,7010,2861,4,80
11199291,2,0001F-7025F,Performance measurement,7010F-7025F,Diagnostic/screening processes or results,T,6101,15,4,16
1699904,3,0001F-7025F,Performance measurement,0256T-0259T,Temporary codes,F,7010,291,4,16
7899757,2,0001F-7025F,Performance measurement,6005F-6045F,Diagnostic/screening processes or results,F,4444,1080,4,16
7208299,2,0001F-7025F,Performance measurement,0500F-0575F,"Therapeutic, preventive or other interventions",F,5842,1174,5,16
12828758,2,0001F-7025F,Emerging technology,4000F-4306F,Follow-up or other outcomes,F,7010,2145,5,16
10692890,2,0001F-7025F,Emerging technology,6005F-6045F,Temporary codes,F,7010,1698,3,79
2194298,2,0001F-7025F,Performance measurement,4000F-4306F,Structural Measures,F,2772,15,5,16
6192002,2,0001F-7025F,Performance measurement,3006F-3573F,Patient safety,F,6884,2027,3,17
16120196,2,0001F-7025F,Performance measurement,0256T-0259T,Physical examination,T,7010,15,4,35
6284819,2,0001F-7025F,Performance measurement,0016T-0207T,Diagnostic/screening processes or results,T,4439,1864,4,16
12993967,2,0001F-7025F,Performance measurement,4000F-4306F,Structural Measures,F,2902,1005,5,16
3616841,2,0001F-7025F,Performance measurement,6005F-6045F,Temporary codes,F,7010,15,3,16
15895537,2,0001F-7025F,Performance measurement,6005F-6045F,Temporary codes,F,3517,15,4,28
8517854,2,0001F-7025F,Emerging technology,6005F-6045F,Composite measures,F,5607,15,4,122
449267,2,0001F-7025F,Performance measurement,0256T-0259T,Patient management,T,5071,15,3,53
111065,2,0001F-7025F,Performance measurement,2000F-2050F,"Therapeutic, preventive or other interventions",F,6889,3728,1,16
10638517,2,0001F-7025F,Performance measurement,0256T-0259T,Temporary codes,F,5513,501,3,16
11502772,2,0001F-7025F,Emerging technology,2000F-2050F,Temporary codes,F,7010,15,4,46
10548185,2,0001F-7025F,Performance measurement,0256T-0259T,Temporary codes,F,7010,489,3,16
15526639,2,0001F-7025F,Performance measurement,0016T-0207T,Temporary codes,F,6184,15,4,43
5766801,2,0001F-7025F,Performance measurement,7010F-7025F,Temporary codes,F,7010,15,4,16
1319785,2,0001F-7025F,Performance measurement,7010F-7025F,Temporary codes,F,7010,15,5,29
5951877,2,0001F-7025F,Performance measurement,4000F-4306F,Temporary codes,F,5909,3477,4,16
741746,2,0001F-7025F,Performance measurement,0256T-0259T,Patient safety,F,2999,15,5,70
128377,2,0001F-7025F,Performance measurement,0256T-0259T,Patient history,F,7010,15,4,16
8428057,3,0016T-0207T,Performance measurement,0500F-0575F,Structural Measures,F,7010,15,4,16
8519511,2,0256T-0259T,Performance measurement,6005F-6045F,Patient safety,T,4802,15,4,16
4788819,2,0001F-7025F,Performance measurement,6005F-6045F,Diagnostic/screening processes or results,F,7010,15,5,23
4246281,2,0001F-7025F,Performance measurement,6005F-6045F,Follow-up or other outcomes,F,7010,1821,4,28
638605,2,0001F-7025F,Performance measurement,0500F-0575F,Temporary codes,F,7010,15,4,122
13719308,2,0001F-7025F,Performance measurement,0016T-0207T,Patient safety,F,7010,251,4,65
6637568,2,0001F-7025F,Performance measurement,4000F-4306F,Temporary codes,F,6311,15,4,16
